list-dl-m,12,1,1,36,1718590,47738
list-dl-m,12,2,1,72,1609170,22349
list-dl-m,12,4,1,144,1653610,11483
list-dl-m,12,8,1,288,2040484,7085
list-dl-m,12,16,1,576,2787261,4838
list-dl-m,12,32,1,1152,8958352,7776
list-i-s,12,1,1,36,380393,10566
list-i-s,12,2,1,72,364330,5060
list-i-s,12,4,1,144,407712,2831
list-i-s,12,8,1,288,545473,1894
list-i-s,12,16,1,576,843443,1464
list-i-s,12,32,1,1152,2013914,1748
list-d-s,12,1,1,36,379284,10535
list-d-s,12,2,1,72,395706,5495
list-d-s,12,4,1,144,1483770,10303
list-d-s,12,8,1,288,549891,1909
list-d-s,12,16,1,576,1650660,2865
list-d-s,12,32,1,1152,1496017,1298
list-il-s,12,1,1,36,430135,11948
list-il-s,12,2,1,72,576220,8003
list-il-s,12,4,1,144,857293,5953
list-il-s,12,8,1,288,1508470,5237
list-il-s,12,16,1,576,1731213,3005
list-il-s,12,32,1,1152,13942753,12103
list-dl-s,12,1,1,36,1617546,44931
list-dl-s,12,2,1,72,1608125,22335
list-dl-s,12,4,1,144,1683887,11693
list-dl-s,12,8,1,288,1750478,6078
list-dl-s,12,16,1,576,8375292,14540
list-dl-s,12,32,1,1152,8296286,7201
list-none-s,1,1000,1,3000,1748705,582
list-none-s,2,1000,1,6000,2441224,406
list-none-s,4,1000,1,12000,5534588,461
list-none-s,8,1000,1,24000,10945505,456
list-none-s,12,1000,1,36000,15184098,421
list-none-s,16,1000,1,48000,23426178,488
list-none-s,24,1000,1,72000,42456023,589
list-none-m,1,1000,1,3000,237835,79
list-none-m,2,1000,1,6000,8785674,1464
list-none-m,4,1000,1,12000,17193070,1432
list-none-m,8,1000,1,24000,35586167,1482
list-none-m,12,1000,1,36000,56983015,1582
list-none-m,16,1000,1,48000,53399462,1112
list-none-m,24,1000,1,72000,101215971,1405
